From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q6IAP6	O14817	reviewed	TSN4_HUMAN	Tetraspanin-4 (Tspan-4) (Novel antigen 2) (NAG-2) (Transmembrane 4 superfamily member 7)	TSPAN4 NAG2 TM4SF7	Homo sapiens (Human)	238
Q05BK4	P48634	reviewed	PRC2A_HUMAN	Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)	PRRC2A BAT2 G2	Homo sapiens (Human)	2157
Q8WV68	Q8WV68		Q8WV68_HUMAN	deleted			
Q8IUQ7	A5D6W6	reviewed	FITM1_HUMAN	Fat storage-inducing transmembrane protein 1 (Fat-inducing protein 1)	FITM1 FIT1	Homo sapiens (Human)	292
Q4TT42	Q4TT42		Q4TT42_HUMAN	deleted			
Q541E0	P35346	reviewed	SSR5_HUMAN	Somatostatin receptor type 5 (SS-5-R) (SS5-R) (SS5R) (SST5)	SSTR5	Homo sapiens (Human)	364
Q6ZRX2	Q6ZRX2		Q6ZRX2_HUMAN	deleted			
Q9NT75	Q8N999	reviewed	RLIG1_HUMAN	RNA ligase 1 (EC 6.5.1.3) (RNA ligase) (Rnl)	RLIG1 C12orf29	Homo sapiens (Human)	325
Q5VZZ1	O15075	reviewed	DCLK1_HUMAN	Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1)	DCLK1 DCAMKL1 DCDC3A KIAA0369	Homo sapiens (Human)	740
Q9UPC6	A8K7I4	reviewed	CLCA1_HUMAN	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)	CLCA1 CACC1	Homo sapiens (Human)	914
Q9Y4B9	Q6IC98	reviewed	GRAM4_HUMAN	GRAM domain-containing protein 4 (Death-inducing protein)	GRAMD4 DIP KIAA0767	Homo sapiens (Human)	578
Q9UFC5	Q9C0F0	reviewed	ASXL3_HUMAN	Putative Polycomb group protein ASXL3 (Additional sex combs-like protein 3)	ASXL3 KIAA1713	Homo sapiens (Human)	2248
Q96N78	P78369	reviewed	CLD10_HUMAN	Claudin-10 (Oligodendrocyte-specific protein-like) (OSP-like)	CLDN10	Homo sapiens (Human)	228
Q53XN3	P13804	reviewed	ETFA_HUMAN	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)	ETFA	Homo sapiens (Human)	333
Q9BRL8	Q9BRL8	unreviewed	Q9BRL8_HUMAN	MTA1 protein		Homo sapiens (Human)	255
Q5T8I2	Q5T8I2		Q5T8I2_HUMAN	deleted			
Q6ZQS4	Q6ZQS4	unreviewed	Q6ZQS4_HUMAN	cDNA FLJ45445 fis, clone BRSSN2013696		Homo sapiens (Human)	259
Q9UDF5	O75882	reviewed	ATRN_HUMAN	Attractin (DPPT-L) (Mahogany homolog)	ATRN KIAA0548 MGCA	Homo sapiens (Human)	1429
Q6ZVX3	Q6ZVX3	unreviewed	Q6ZVX3_HUMAN	cDNA FLJ41975 fis, clone SKNMC2006998, moderately similar to PROTEIN PHOSPHATASE INHIBITOR 1		Homo sapiens (Human)	153
A2J1N3	A2J1N3	unreviewed	A2J1N3_HUMAN	Rheumatoid factor RF-IP20		Homo sapiens (Human)	96
Q9P1Y9	Q7L5A3	reviewed	ATOSB_HUMAN	Atos homolog protein B	ATOSB FAM214B KIAA1539	Homo sapiens (Human)	538
Q8WW81	Q8WW81	unreviewed	Q8WW81_HUMAN	L-serine ammonia-lyase (EC 4.3.1.17)		Homo sapiens (Human)	218
Q9BSM9	Q6IPT2	reviewed	GAR5A_HUMAN	Golgi-associated RAB2 interactor protein 5A	GARIN5A FAM71E1	Homo sapiens (Human)	247
Q9UE63	Q9UE63	unreviewed	Q9UE63_HUMAN	Glutamine rich protein H65		Homo sapiens (Human)	541
Q9UFE8	Q9P0J7	reviewed	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (RING-type E3 ubiquitin transferase KCMF1) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381
Q8NAC6	Q8NAC6		Q8NAC6_HUMAN	deleted			
Q8NA76	Q8IWD5	reviewed	MFS6L_HUMAN	Major facilitator superfamily domain-containing protein 6-like	MFSD6L FP7072	Homo sapiens (Human)	586
Q5SXU8	O95295	reviewed	SNAPN_HUMAN	SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein)	SNAPIN BLOC1S7 SNAP25BP SNAPAP	Homo sapiens (Human)	136
Q8TC58	Q8TC58		Q8TC58_HUMAN	deleted			
Q9UMD0	Q9UMD0	unreviewed	Q9UMD0_HUMAN	glycine hydroxymethyltransferase (EC 2.1.2.1)		Homo sapiens (Human)	129
Q5VZ27	Q5VZ27		Q5VZ27_HUMAN	deleted			
Q9Y687	Q96KR1	reviewed	ZFR_HUMAN	Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)	ZFR	Homo sapiens (Human)	1074
Q8WYB3	Q8WYB3	unreviewed	Q8WYB3_HUMAN	Beta II spectrin-short isoform		Homo sapiens (Human)	67
Q86T10	Q86T10	unreviewed	Q86T10_HUMAN	Full-length cDNA clone CS0DN001YD20 of Adult brain of Homo sapiens (human)		Homo sapiens (Human)	133
Q53R10	P56559	reviewed	ARL4C_HUMAN	ADP-ribosylation factor-like protein 4C (ADP-ribosylation factor-like protein 7) (ADP-ribosylation factor-like protein LAK)	ARL4C ARL7	Homo sapiens (Human)	192
Q8IYU7	Q569G3	reviewed	CE047_HUMAN	Uncharacterized protein C5orf47	C5orf47	Homo sapiens (Human)	176
Q9HA41	Q9BVQ7	reviewed	AFG2B_HUMAN	ATPase family gene 2 protein homolog B (EC 3.6.4.10) (AFG2 AAA ATPase homolog B) (Ribosome biogenesis protein SPATA5L1) (Spermatogenesis-associated protein 5-like protein 1)	AFG2B SPATA5L1	Homo sapiens (Human)	753
Q9H5P1	Q5D1E8	reviewed	ZC12A_HUMAN	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1	Homo sapiens (Human)	599
Q8TCW4	Q8TCW4	unreviewed	Q8TCW4_HUMAN	DNA-directed RNA polymerase (EC 2.7.7.6)		Homo sapiens (Human)	387
Q6ZP53	Q6ZP53	unreviewed	Q6ZP53_HUMAN	cDNA FLJ26493 fis, clone KDN06317, highly similar to Ras-GTPase-activating protein binding protein 1		Homo sapiens (Human)	307
Q53G64	Q53G64	unreviewed	Q53G64_HUMAN	Anterior gradient 2 homolog		Homo sapiens (Human)	175
Q96QM1	Q68DY1	reviewed	ZN626_HUMAN	Zinc finger protein 626	ZNF626	Homo sapiens (Human)	528
Q9NPU5	Q14CW9	reviewed	AT7L3_HUMAN	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	ATXN7L3	Homo sapiens (Human)	347
Q6ZVC9	Q6ZVC9		Q6ZVC9_HUMAN	deleted			
Q9H9X0	Q9H9X0	unreviewed	Q9H9X0_HUMAN	Zinc transporter		Homo sapiens (Human)	594
Q96AL8	Q5EBM0	reviewed	CMPK2_HUMAN	UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6)	CMPK2	Homo sapiens (Human)	449
Q8NCR5	Q8NCR5		Q8NCR5_HUMAN	deleted			
Q6ZUA8	Q6ZUA8		Q6ZUA8_HUMAN	deleted			
Q8WTX1	Q14145	reviewed	KEAP1_HUMAN	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19)	KEAP1 INRF2 KIAA0132 KLHL19	Homo sapiens (Human)	624
Q53GK5	Q53GK5	unreviewed	Q53GK5_HUMAN	Small nuclear RNA activating complex, polypeptide 2, 45kDa variant		Homo sapiens (Human)	334
Q9UEN1	Q9UEN1	unreviewed	Q9UEN1_HUMAN	U2 snRNP-specific A' protein		Homo sapiens (Human)	28
Q8IVU5	Q8IVU5		CC046_HUMAN	deleted			
Q53F48	Q53F48	unreviewed	Q53F48_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 isoform a variant		Homo sapiens (Human)	346
Q5VY36	Q5VY36		Q5VY36_HUMAN	deleted			
Q4G105	Q4G105		Q4G105_HUMAN	deleted			
Q9UF27	Q86WI1	reviewed	PKHL1_HUMAN	Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1)	PKHD1L1	Homo sapiens (Human)	4243
Q8NAW3	Q8NAW3	unreviewed	Q8NAW3_HUMAN	cDNA FLJ34659 fis, clone KIDNE2018863		Homo sapiens (Human)	135
Q6ZVE6	Q6P1K2	reviewed	PMF1_HUMAN	Polyamine-modulated factor 1 (PMF-1)	PMF1	Homo sapiens (Human)	205
Q9BZX0	Q96C74	reviewed	ROP1L_HUMAN	Ropporin-1-like protein (ROPN1-like protein) (AKAP-associated sperm protein)	ROPN1L ASP RSPH11	Homo sapiens (Human)	230
Q9ULU1	Q9H7U1	reviewed	CCSE2_HUMAN	Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Protein GCAP14 homolog)	CCSER2 FAM190B KIAA1128 NPD012	Homo sapiens (Human)	834
Q6ZVJ7	Q6ZVJ7		Q6ZVJ7_HUMAN	deleted			
Q9NSF2	Q9BRJ9	reviewed	MESP1_HUMAN	Mesoderm posterior protein 1 (Class C basic helix-loop-helix protein 5) (bHLHc5)	MESP1 BHLHC5	Homo sapiens (Human)	268
Q5JY75	O60481	reviewed	ZIC3_HUMAN	Zinc finger protein ZIC 3 (Zinc finger protein 203) (Zinc finger protein of the cerebellum 3)	ZIC3 ZNF203	Homo sapiens (Human)	467
Q5TYV9	O94967	reviewed	WDR47_HUMAN	WD repeat-containing protein 47 (Neuronal enriched MAP-interacting protein) (Nemitin)	WDR47 KIAA0893	Homo sapiens (Human)	919
Q9BVR5	Q96RS6	reviewed	NUDC1_HUMAN	NudC domain-containing protein 1 (Chronic myelogenous leukemia tumor antigen 66) (Tumor antigen CML66)	NUDCD1 CML66	Homo sapiens (Human)	583
Q6ZU19	Q6ZU19	unreviewed	Q6ZU19_HUMAN	cDNA FLJ44051 fis, clone TESTI4033433		Homo sapiens (Human)	214
Q96NA1	Q86VL8	reviewed	S47A2_HUMAN	Multidrug and toxin extrusion protein 2 (MATE-2) (hMATE-2) (Kidney-specific H(+)/organic cation antiporter) (Solute carrier family 47 member 2)	SLC47A2 MATE2	Homo sapiens (Human)	602
Q6NSW4	P51504	reviewed	ZNF80_HUMAN	Zinc finger protein 80 (ZNFpT17)	ZNF80	Homo sapiens (Human)	273
Q9P0V1	Q7Z769	reviewed	S35E3_HUMAN	Solute carrier family 35 member E3 (Bladder cancer-overexpressed gene 1 protein)	SLC35E3 BLOV1 UNQ3043/PRO9859	Homo sapiens (Human)	313
Q54A81	Q01362	reviewed	FCERB_HUMAN	High affinity immunoglobulin epsilon receptor subunit beta (FcERI) (Fc epsilon receptor I beta-chain) (IgE Fc receptor subunit beta) (Membrane-spanning 4-domains subfamily A member 2)	MS4A2 APY FCER1B IGER	Homo sapiens (Human)	244
Q6ZU37	Q6ZU37		Q6ZU37_HUMAN	deleted			
Q8NA25	Q15562	reviewed	TEAD2_HUMAN	Transcriptional enhancer factor TEF-4 (TEA domain family member 2) (TEAD-2)	TEAD2 TEF4	Homo sapiens (Human)	447
Q9HBK8	Q9HBK8	unreviewed	Q9HBK8_HUMAN	AD026		Homo sapiens (Human)	191
Q5VSD8	Q5VSD8	reviewed	YI029_HUMAN	Putative uncharacterized protein LOC401522		Homo sapiens (Human)	79
Q6ZNS0	Q6ZNS0	unreviewed	Q6ZNS0_HUMAN	cDNA FLJ27256 fis, clone SYN09689		Homo sapiens (Human)	128
Q9UFJ4	Q86VV8	reviewed	RTTN_HUMAN	Rotatin	RTTN	Homo sapiens (Human)	2226
Q5VT54	O43395	reviewed	PRPF3_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein)	PRPF3 HPRP3 PRP3	Homo sapiens (Human)	683
Q6ZU05	Q6ZU05		Q6ZU05_HUMAN	deleted			
Q8N2B6	Q8N2B6		Q8N2B6_HUMAN	deleted			
Q8WY99	P53634	reviewed	CATC_HUMAN	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	CTSC CPPI	Homo sapiens (Human)	463
Q96N07	Q96C03	reviewed	MID49_HUMAN	Mitochondrial dynamics protein MID49 (Mitochondrial dynamics protein of 49 kDa) (Mitochondrial elongation factor 2) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein)	MIEF2 MID49 SMCR7	Homo sapiens (Human)	454
Q5JV01	O76003	reviewed	GLRX3_HUMAN	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	GLRX3 PICOT TXNL2 HUSSY-22	Homo sapiens (Human)	335
Q53XV5	Q15722	reviewed	LT4R1_HUMAN	Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1) (Chemoattractant receptor-like 1) (G-protein coupled receptor 16) (P2Y purinoceptor 7) (P2Y7)	LTB4R BLT BLT1 BLTR CMKRL1 GPR16 P2RY7	Homo sapiens (Human)	352
A4D0X5	A4D0X5		A4D0X5_HUMAN	deleted			
Q8NBD7	Q8NBD7		Q8NBD7_HUMAN	deleted			
Q6LAI4	Q6LAI4	unreviewed	Q6LAI4_HUMAN	Sperm protein		Homo sapiens (Human)	328
Q96DQ2	Q5T0W9	reviewed	FA83B_HUMAN	Protein FAM83B	FAM83B C6orf143	Homo sapiens (Human)	1011
Q9H8X7	O94830	reviewed	DDHD2_HUMAN	Phospholipase DDHD2 (EC 3.1.1.-) (DDHD domain-containing protein 2) (KIAA0725p) (SAM, WWE and DDHD domain-containing protein 1)	DDHD2 KIAA0725 SAMWD1	Homo sapiens (Human)	711
Q4TT31	O60493	reviewed	SNX3_HUMAN	Sorting nexin-3 (Protein SDP3)	SNX3	Homo sapiens (Human)	162
Q9UQM3	Q9UQM3	unreviewed	Q9UQM3_HUMAN	Tubulin alpha chain		Homo sapiens (Human)	328
Q6VUD1	O43768	reviewed	ENSA_HUMAN	Alpha-endosulfine (ARPP-19e)	ENSA	Homo sapiens (Human)	121
Q6ZNX8	Q6ZNX8	unreviewed	Q6ZNX8_HUMAN	cDNA FLJ26912 fis, clone RCT02392		Homo sapiens (Human)	124
Q6ZUL1	Q6ZUL1		Q6ZUL1_HUMAN	deleted			
Q9UCM6	P05109	reviewed	S10A8_HUMAN	Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen) (CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8) (MRP-8) (p8) (S100 calcium-binding protein A8) (Urinary stone protein band A)	S100A8 CAGA CFAG MRP8	Homo sapiens (Human)	93
Q9NYB7	Q9NYB7	unreviewed	Q9NYB7_HUMAN	Clock protein		Homo sapiens (Human)	64
Q9BVE2	Q9BVE2	unreviewed	Q9BVE2_HUMAN	CDC2L5 protein		Homo sapiens (Human)	324
Q53X47	Q04756	reviewed	HGFA_HUMAN	Hepatocyte growth factor activator (HGF activator) (HGFA) (EC 3.4.21.-) [Cleaved into: Hepatocyte growth factor activator short chain; Hepatocyte growth factor activator long chain]	HGFAC	Homo sapiens (Human)	655
Q6ZSI8	Q6ZSI8		Q6ZSI8_HUMAN	deleted			
Q5JVF6	P22891	reviewed	PROZ_HUMAN	Vitamin K-dependent protein Z	PROZ	Homo sapiens (Human)	400
Q9UD34	P28069	reviewed	PIT1_HUMAN	Pituitary-specific positive transcription factor 1 (PIT-1) (Growth hormone factor 1) (GHF-1)	POU1F1 GHF1 PIT1	Homo sapiens (Human)	291
Q9BXK2	Q49A26	reviewed	GLYR1_HUMAN	Cytokine-like nuclear factor N-PAC (NPAC) (3-hydroxyisobutyrate dehydrogenase-like protein) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60) (Nuclear protein of 60 kDa) (Nucleosome-destabilizing factor) (hNDF) (Putative oxidoreductase GLYR1)	GLYR1 HIBDL NDF NP60 NPAC	Homo sapiens (Human)	553
Q8N1V0	Q6ZVC0	reviewed	NYAP1_HUMAN	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1	NYAP1 C7orf51	Homo sapiens (Human)	841
Q9NXD5	Q53TQ3	reviewed	IN80D_HUMAN	INO80 complex subunit D	INO80D	Homo sapiens (Human)	1027
Q9H6Z7	Q9H6Z7	unreviewed	Q9H6Z7_HUMAN	cDNA: FLJ21627 fis, clone COL08058		Homo sapiens (Human)	173
Q5JUL6	Q5JUL6		Q5JUL6_HUMAN	deleted			
Q96AA0	Q96AA0	unreviewed	Q96AA0_HUMAN	cDNA FLJ14869 fis, clone PLACE1002474, moderately similar to Mus musculus matrilin-2 mRNA		Homo sapiens (Human)	537
Q7KZY0	Q7KZY0	unreviewed	Q7KZY0_HUMAN	Matrix metalloproteinase 15 (Membrane-inserted)		Homo sapiens (Human)	564
Q5JRD2	Q5JRD2		Q5JRD2_HUMAN	deleted			
Q8NH46	Q8NH46	unreviewed	Q8NH46_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	274
Q5JNW4	P28065	reviewed	PSB9_HUMAN	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9 LMP2 PSMB6i RING12	Homo sapiens (Human)	219
Q9BQV1	Q9BQV1	unreviewed	Q9BQV1_HUMAN	Uncharacterized protein		Homo sapiens (Human)	103
Q6GTG1	P02774	reviewed	VTDB_HUMAN	Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf)	GC	Homo sapiens (Human)	474
Q59EF5	Q59EF5	unreviewed	Q59EF5_HUMAN	Splicing factor, arginine/serine-rich 4 variant		Homo sapiens (Human)	419
Q8NAS2	Q8NAS2		Q8NAS2_HUMAN	deleted			
Q15202	Q15202	unreviewed	Q15202_HUMAN	Prothymosin alpha		Homo sapiens (Human)	109
Q9H8Q7	Q9H8Q7	unreviewed	Q9H8Q7_HUMAN	cDNA FLJ13312 fis, clone OVARC1001480, moderately similar to Vacuolar fusion protein MON1 homolog B		Homo sapiens (Human)	145
Q53RR7	Q13018	reviewed	PLA2R_HUMAN	Secretory phospholipase A2 receptor (PLA2-R) (PLA2R) (180 kDa secretory phospholipase A2 receptor) (C-type lectin domain family 13 member C) (M-type receptor) [Cleaved into: Soluble secretory phospholipase A2 receptor (Soluble PLA2-R) (Soluble PLA2R)]	PLA2R1 CLEC13C	Homo sapiens (Human)	1463
Q9BXB6	Q8NA56	reviewed	TTC29_HUMAN	Tetratricopeptide repeat protein 29 (TPR repeat protein 29) (Protein TBPP2A) (Testis development protein NYD-SP14)	TTC29	Homo sapiens (Human)	475
Q5R3K4	Q5R3K3	reviewed	CAHM6_HUMAN	Calcium homeostasis modulator protein 6 (Protein FAM26F)	CALHM6 C6orf187 FAM26F	Homo sapiens (Human)	315
Q9Y4M2	Q4AC94	reviewed	C2CD3_HUMAN	C2 domain-containing protein 3	C2CD3	Homo sapiens (Human)	2353
Q8TCW6	Q8TCW6	unreviewed	Q8TCW6_HUMAN	Uncharacterized protein		Homo sapiens (Human)	81
Q9UJM1	Q9UJM1	unreviewed	Q9UJM1_HUMAN	Cell division control protein 42 homolog		Homo sapiens (Human)	142
Q9BZS5	Q9BZS5	unreviewed	Q9BZS5_HUMAN	PNAS-122		Homo sapiens (Human)	108
Q5VWG8	P23771	reviewed	GATA3_HUMAN	Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3)	GATA3	Homo sapiens (Human)	443
Q5JW76	Q5JW76		Q5JW76_HUMAN	deleted			
Q9H600	Q9H600	unreviewed	Q9H600_HUMAN	Fatty acyl-CoA reductase (EC 1.2.1.84)		Homo sapiens (Human)	342
Q658U1	Q13077	reviewed	TRAF1_HUMAN	TNF receptor-associated factor 1 (Epstein-Barr virus-induced protein 6)	TRAF1 EBI6	Homo sapiens (Human)	416
Q9UQ51	P47736	reviewed	RPGP1_HUMAN	Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1)	RAP1GAP KIAA0474 RAP1GA1	Homo sapiens (Human)	663
Q96HI1	Q96HI1	unreviewed	Q96HI1_HUMAN	Similar to plastin 3 (T isoform)		Homo sapiens (Human)	409
Q2T9F0	Q2T9F0		Q2T9F0_HUMAN	deleted			
Q8N9J4	Q8N9J4	unreviewed	Q8N9J4_HUMAN	HCG1652096, isoform CRA_a (cDNA FLJ37045 fis, clone BRACE2012185)	hCG_1652096	Homo sapiens (Human)	127
Q9HCD1	A6QL64	reviewed	AN36A_HUMAN	Ankyrin repeat domain-containing protein 36A	ANKRD36 ANKRD36A KIAA1641 UNQ2430/PRO499	Homo sapiens (Human)	1915
Q6ZTF8	Q6ZTF8		Q6ZTF8_HUMAN	deleted			
Q8N610	O43854	reviewed	EDIL3_HUMAN	EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)	EDIL3 DEL1	Homo sapiens (Human)	480
Q6PIV3	Q6PIV3		Q6PIV3_HUMAN	deleted			
Q8TAH1	Q8IZF0	reviewed	NALCN_HUMAN	Sodium leak channel NALCN (CanIon) (Sodium leak channel non-selective protein) (Voltage gated channel-like protein 1)	NALCN VGCNL1	Homo sapiens (Human)	1738
Q1ZYL7	Q1ZYL7	unreviewed	Q1ZYL7_HUMAN	Glycogenin 2		Homo sapiens (Human)	430
Q9H929	Q96GM1	reviewed	PLPR2_HUMAN	Phospholipid phosphatase-related protein type 2 (Inactive phospholipid phosphatase PLPPR2) (Lipid phosphate phosphatase-related protein type 2) (Plasticity-related gene 4 protein) (PRG-4)	PLPPR2 LPPR2 PRG4	Homo sapiens (Human)	343
Q6PJ57	Q6PJ57		Q6PJ57_HUMAN	deleted			
Q6ZTZ3	Q6ZTZ3		Q6ZTZ3_HUMAN	deleted			
Q8WZ11	Q8WZ11	unreviewed	Q8WZ11_HUMAN	Uncharacterized protein		Homo sapiens (Human)	90
Q96IB8	Q8TBC3	reviewed	SHKB1_HUMAN	SH3KBP1-binding protein 1 (SETA-binding protein 1)	SHKBP1 SB1 PP203	Homo sapiens (Human)	707
Q2M281	Q2M281		Q2M281_HUMAN	deleted			
Q59F15	Q59F15	unreviewed	Q59F15_HUMAN	COL4A1 protein variant		Homo sapiens (Human)	847
Q1XE84	O75326	reviewed	SEM7A_HUMAN	Semaphorin-7A (CDw108) (JMH blood group antigen) (John-Milton-Hargen human blood group Ag) (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108)	SEMA7A CD108 SEMAL	Homo sapiens (Human)	666
Q96JA5	Q96JA5	unreviewed	Q96JA5_HUMAN	Zinc finger protein 628		Homo sapiens (Human)	212
Q9BTQ7	Q9BTQ7	unreviewed	Q9BTQ7_HUMAN	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)		Homo sapiens (Human)	134
Q9H8F6	Q9H8F6	unreviewed	Q9H8F6_HUMAN	cDNA FLJ13675 fis, clone PLACE1011875, highly similar to Homo sapiens KIAA0580 protein		Homo sapiens (Human)	176
Q8N505	Q8N505	unreviewed	Q8N505_HUMAN	Lysyl oxidase homolog (EC 1.4.3.13)		Homo sapiens (Human)	267
Q9NWZ4	Q9BUN1	reviewed	MENT_HUMAN	Protein MENT (Methylated in normal thymocytes protein)	MENT C1orf56 UNQ547/PRO1104	Homo sapiens (Human)	341
Q6ZS71	Q6ZS71		Q6ZS71_HUMAN	deleted			
Q8TE62	O15061	reviewed	SYNEM_HUMAN	Synemin (Desmuslin)	SYNM DMN KIAA0353 SYN	Homo sapiens (Human)	1565
Q86UJ7	P39880	reviewed	CUX1_HUMAN	Homeobox protein cut-like 1 (CCAAT displacement protein) (CDP) (CDP/Cux p200) (Homeobox protein cux-1) [Cleaved into: CDP/Cux p110]	CUX1 CUTL1	Homo sapiens (Human)	1505
Q6ZW00	Q6ZW00	unreviewed	Q6ZW00_HUMAN	cDNA FLJ41858 fis, clone NT2RI3006796		Homo sapiens (Human)	126
Q8NHD6	Q8NHD6	unreviewed	Q8NHD6_HUMAN	Olfactory receptor		Homo sapiens (Human)	264
Q6ZSA0	Q6ZSA0		Q6ZSA0_HUMAN	deleted			
Q647J8	Q647J8	unreviewed	Q647J8_HUMAN	Granulocyte-macrophage colony-stimulating factor (Colony-stimulating factor)		Homo sapiens (Human)	144
Q96HT7	Q96HT7		Q96HT7_HUMAN	deleted			
Q96G59	Q68CR1	reviewed	SE1L3_HUMAN	Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)	SEL1L3 KIAA0746	Homo sapiens (Human)	1132
Q8WY58	Q6ZUM4	reviewed	RHG27_HUMAN	Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27) (SH3 domain-containing protein 20)	ARHGAP27 CAMGAP1 SH3D20 PP905	Homo sapiens (Human)	889
Q7Z5Z4	O14950	reviewed	ML12B_HUMAN	Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)	MYL12B MRLC2 MYLC2B	Homo sapiens (Human)	172
Q6ZUR4	Q6ZUR4		Q6ZUR4_HUMAN	deleted			
Q9P1M5	Q9P1M5	unreviewed	Q9P1M5_HUMAN	HCG1979952 (PRO0128)	hCG_1979952	Homo sapiens (Human)	84
Q6ZUQ5	Q6ZUQ5		YO014_HUMAN	deleted			
Q9Y2A1	Q9Y2A1		Q9Y2A1_HUMAN	deleted			
Q7LE06	Q7LE06	unreviewed	Q7LE06_HUMAN	R26660_2		Homo sapiens (Human)	29
Q9HAB2	Q9HAB2		Q9HAB2_HUMAN	deleted			
Q9Y2Z6	Q96D46	reviewed	NMD3_HUMAN	60S ribosomal export protein NMD3 (hNMD3)	NMD3 CGI-07	Homo sapiens (Human)	503
Q6ZU40	Q6ZU40	unreviewed	Q6ZU40_HUMAN	cDNA FLJ44013 fis, clone TESTI4024890		Homo sapiens (Human)	144
Q7Z787	Q7Z787	unreviewed	Q7Z787_HUMAN	LY6E protein		Homo sapiens (Human)	44
Q53YY8	P55056	reviewed	APOC4_HUMAN	Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4)	APOC4	Homo sapiens (Human)	127
